heading,content_summary,article_link,img_link,month_date,time,Year,heading_len,word_count,avg_word_len
 ahmedabad ‘local goon’ knifes five including cop , A 25yearold man knifed five men including a cop of Gujarat university police when he was on a looting spree in the Navrangpura area on Saturday evening ,https://timesofindia.indiatimes.com/city/ahmedabad/local-goon-knifes-five-including-cop/articleshow/84125570.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84125570,width-300,resizemode-4/84125570.jpg",Jul 05,04:34,2021,51,7,6.142857142857143
 pune two minors detained for posting video with arms , The Pimpri Chinchwad crime branch on Saturday detained two minors from Dehu road for posting a video clip on social media with sharp weapons ,https://timesofindia.indiatimes.com/city/pune/two-minors-detained-for-posting-video-with-arms/articleshow/84125343.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84125343,width-300,resizemode-4/84125343.jpg",Jul 05,04:28,2021,55,9,5.0
 fiveyearold boy killed by mother and uncle in ahmedabad , The mystery of the lone boy reported missing for three years in Viramgam rural area was solved after his mother and uncle broke down and confessed they had killed the boy as he had accidentally seen them having sex They killed him by strangling ,https://timesofindia.indiatimes.com/city/ahmedabad/5-year-old-boy-killed-by-mother-and-uncle/articleshow/84125363.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84125363,width-300,resizemode-4/84125363.jpg",Jul 05,04:28,2021,59,9,5.444444444444445
 mumbai ‘31 fall in crimes against senior citizens in 2020’ , Though Mumbai has witnessed a fall of 314 in crimes against senior citizens in 2020 against the previous year National Crime Record Bureau NCRB report2020 showed more than two senior citizens had fallen victim to crime in the city during the period Delhi is placed second with a 158 dip The overall crime percentage in 19 metropolitan cities fell by 172 ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-31-fall-in-crimes-against-senior-citizens-in-2020/articleshow/86245371.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-86245371,width-300,resizemode-4/86245371.jpg",Sep 16,04:12,2021,62,10,5.1
 89 crimes on maharashtra railways last year were of theft ncrb , Restricted train services and commuter traffic due to lockdown in 2020 JanDec reduced overall crimes under Indian Penal Code on railway premises in India by 70 over 2019 ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-90-crimes-on-rly-land-in-state-were-of-theft/articleshow/86245231.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-86245231,width-300,resizemode-4/86245231.jpg",Sep 16,04:10,2021,66,11,4.909090909090909
 man arrested for sexually abusing 3yearold daughter in bhopal , A 3yearold girl was allegedly being sexually abused by her 35yearold father in Khajuri locality Initially when the girl’s mother became suspicious and raised an objection her husband’s family members accused her of talking rubbish ,https://timesofindia.indiatimes.com/city/bhopal/man-arrested-for-sexually-abusing-3-year-old-daughter/articleshow/88640881.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88640881,width-300,resizemode-4/88640881.jpg",Jan 02,03:53,2022,65,9,6.111111111111111
 bhopal two women molested by neighbours , A 28yearold woman was allegedly threatened and molested by an acquaintance of her friend in public on Sunday afternoon ,https://timesofindia.indiatimes.com/city/bhopal/bhopal-two-women-molested-by-neighbours/articleshow/87865301.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-87865301,width-300,resizemode-4/87865301.jpg",Nov 23,13:18,2021,42,6,5.833333333333333
 lucknow two bangladeshi nationals nabbed after police encounter in gomtinagar , Two armed Bangladeshi nationals were nabbed following an encounter with the police in Gomtinagar in the wee hours of Monday ,https://timesofindia.indiatimes.com/city/lucknow/lucknow-two-bangladeshi-nationals-nabbed-after-police-encounter-in-gomtinagar/articleshow/86928569.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-86928569,width-300,resizemode-4/86928569.jpg",Oct 11,09:19,2021,80,10,6.9
 spurned lover slashes woman multiple times in kerala , A young degree student was slashed multiple times by a 24yearold man for rejecting his love at Lakkidi in Wayanad on Monday afternoon ,https://timesofindia.indiatimes.com/city/kozhikode/spurned-lover-slashes-woman-multiple-times/articleshow/87856933.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-87856933,width-300,resizemode-4/87856933.jpg",Nov 23,04:41,2021,54,8,5.625
 rape accused bsf duo in cop custody as tmc bjp spar , Two BSF personnel including an officer who were arrested on Friday for allegedly raping a woman in front of her fiveyearold daughter near the IndoBangladesh border in Bagdah were produced in a Bongaon court and remanded in police custody for seven days ,https://timesofindia.indiatimes.com/city/kolkata/rape-accused-bsf-duo-in-cop-custody-as-tmc-bjp-spar/articleshow/93828111.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93828111,width-300,resizemode-4/93828111.jpg",Aug 28,08:06,2022,54,11,3.8181818181818183
 karnataka citizens protest release of convicts in bilkis bano case , Hundreds of citizens from different walks of life staged a protest at Freedom Park on Saturday against remission of the sentence granted to 11 convicts in the Bilkis Bano gangrape case by the BJPled Gujarat government ,https://timesofindia.indiatimes.com/city/bengaluru/karnataka-citizens-protest-release-of-convicts-in-bilkis-bano-case/articleshow/93828106.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93828106,width-300,resizemode-4/93828106.jpg",Aug 28,08:06,2022,69,10,5.8
 it raids two realty groups in delhincr detects rs 400 crore black income , The Income Tax IT department on Wednesday detected an estimated undisclosed income of Rs 400 crore after it raided ,https://timesofindia.indiatimes.com/city/delhi/i-t-raids-two-realty-groups-in-delhi-ncr-detects-rs-400-crore-black-income/articleshow/87884698.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-87884698,width-300,resizemode-4/87884698.jpg",Nov 24,ov 24,COM /,77,13,4.846153846153846
 tripura denied leave tsr rifleman shoots dead two seniors , A Tripura State Rifles TSR rifleman allegedly shot dead two of his seniors at Konaban Gas Collection Centre of ONGC in Sepahijala district on Saturday morning following an altercation over leaves ,https://timesofindia.indiatimes.com/city/agartala/denied-leave-tsr-rifleman-shoots-dead-two-seniors/articleshow/88100767.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88100767,width-300,resizemode-4/88100767.jpg",Dec 05,09:40,2021,61,9,5.666666666666667
 delhi man beaten to death after scuffle over parking in subhash place area , A man was beaten to death in the Subhash Place area on Thursday The incident took place after a scuffle broke out between guards and parking attendants near a mall Separate FIRs have been registered ,https://timesofindia.indiatimes.com/city/delhi/man-dies-in-scuffle-2-men-arrested/articleshow/88623619.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88623619,width-300,resizemode-4/88623619.jpg",Jan 01,04:57,2022,77,13,4.846153846153846
 delhi australian robbed by two posing as cops on pretext of issuing covid challan , Two have been arrested for allegedly robbing a 73yearold Australian woman while posing as policemen in Hazrat Nizamuddin on Wednesday The accused tried to make the woman pay up a ‘Covid fine’ for not wearing a mask but fled after forcibly taking her money when she refused ,https://timesofindia.indiatimes.com/city/delhi/australian-robbed-by-two-posing-as-cops-on-pretext-of-issuing-covid-challan/articleshow/88624285.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88624285,width-300,resizemode-4/88624285.jpg",Jan 01,(IST,", 04:",84,14,4.928571428571429
 gujarat man son among four held for arms smuggling , A fatherson duo and two natives of Uttar Pradesh were arrested in Amreli district for allegedly trying to smuggle in arms ,https://timesofindia.indiatimes.com/city/rajkot/man-son-among-four-held-for-arms-smuggling/articleshow/88625664.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88625664,width-300,resizemode-4/88625664.jpg",Jan 01,03:58,2022,54,9,4.888888888888889
 body in travel bag teen killed in juhu 2 suspects on radar , Police investigations have revealed that a 15yearold girl from Andheri whose body was found in a travel bag at Naigaon on Friday was murdered in a hut at Juhu Her 21yearold friend from Bandra East and his acquaintance who lived in the Juhu hut are suspects ,https://timesofindia.indiatimes.com/city/mumbai/body-in-travel-bag-teen-killed-in-juhu-2-suspects-on-radar/articleshow/93826961.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93826961,width-300,resizemode-4/93826961.jpg",Aug 28,05:03,2022,62,12,4.083333333333333
 no trace of kanpur professor last location at atal ghat , The police have found some leads about the forensic sciences professor who is at large after allegedly murdering his wife son and daughter at their flat in Divinity Apartments Indira Nagar Kalyanpur on Friday The last location of the mobile phone of the accused doctor Sushil Kumar was traced to Atal Ghat police said on Saturday ,https://timesofindia.indiatimes.com/city/kanpur/no-trace-of-kanpur-professor-last-location-at-atal-ghat/articleshow/88098842.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88098842,width-300,resizemode-4/88098842.jpg",Dec 05,05:31,2021,58,10,4.7
 bengaluru businessman held for employing minor as maid , Yelahanka New Town police recently arrested a businessman in his late 40s on the charge of employing a 14yearold girl as domestic helpThe girl was rescued from the official quarters of CRPF Yelahanka on Thursday ,https://timesofindia.indiatimes.com/city/bengaluru/bizman-held-for-employing-minor-as-maid/articleshow/88098515.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88098515,width-300,resizemode-4/88098515.jpg",Dec 05,03:52,2021,57,8,6.0
 jaunpur custodial death 8 accused cops surrender , Eight policemen who had been named as accused in the case related to the custodial death of one Krishna Kumar Yadav 24 in Jaunpur surrendered before a district court on Friday ,https://timesofindia.indiatimes.com/city/lucknow/jaunpur-custodial-death-8-accused-cops-surrender/articleshow/88622194.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-300,resizemode-4/78553754.jpg",Dec 31,22:40,2021,51,7,6.142857142857143
 delhi outgoing police commissioner rakesh asthana initiated revamp of key units took steps to tackle rising cybercrimes , The outgoing police chief Rakesh Asthana undertook major reforms in the force in his yearlong stint From introducing a humanresource division and establishing verticals to restructuring and revamping units like special cell and crime branch Asthanas focus remained on making the force capable of handling emerging challenges on new fronts ,https://timesofindia.indiatimes.com/city/delhi/delhi-outgoing-police-commissioner-rakesh-asthana-initiated-revamp-of-key-units-took-steps-to-tackle-rising-cybercrimes/articleshow/93259410.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93259410,width-300,resizemode-4/93259410.jpg",Aug 01,04:20,2022,123,17,6.176470588235294
 provocative posts on social media 5 cases registered in mangaluru , Five cases have been registered against the objectionable provocative posts comments and forwards on social media pertaining to the murders in the district and Mangaluru City police limits at the Cyber Economics and Narcotic CrimesCEN police station ,https://timesofindia.indiatimes.com/city/mangaluru/provocative-posts-on-social-media-5-cases-registered-in-mangaluru/articleshow/93258439.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93258439,width-300,resizemode-4/93258439.jpg",Jul 31,23:23,2022,68,10,5.7
 us drops charges against guards on duty when epstein committed suicide , ,https://timesofindia.indiatimes.com/world/us/us-drops-charges-against-guards-on-duty-when-epstein-committed-suicide/articleshow/88605471.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88605471,width-300,resizemode-4/88605471.jpg",Dec 31,09:33,2021,72,11,5.454545454545454
 2 held for stabbing 24yearold man to death in northeast delhis seemapuri police , The victim was allegedly in a relationship with the married sister of one of the accused police said adding that the womans brother was not happy about it and had hatched a plan to kill him ,https://timesofindia.indiatimes.com/city/delhi/2-held-for-stabbing-24-year-old-man-to-death-in-northeast-delhis-seemapuri-police/articleshow/88588762.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88588762,width-300,resizemode-4/88588762.jpg",Dec 30,15:39,2021,85,13,5.461538461538462
 uttar pradesh bjym office bearer killed in celebratory firing in mirzapur , A Bhartiya Janata Yuva Morcha BJYM office bearer Ashish Gupta 25 was killed in celebratory firing during a marriage function in Mirzapur district in the wee hours of Monday ,https://timesofindia.indiatimes.com/city/varanasi/uttar-pradesh-bjym-office-bearer-killed-in-celebratory-firing-in-mirzapur/articleshow/87840484.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-87840484,width-300,resizemode-4/87840484.jpg",Nov 22,09:09,2021,76,11,5.818181818181818
 bengaluru man refuses to remove costly watch for screening at kempegowda international airport , High drama prevailed at Kempegowda International Airport KIA on Tuesday evening after a man refused to remove his wristwatch which he claimed was very expensive and place it on the tray for the mandatory scanning of passengers belongings by Central Industrial Security Force CISF ,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-man-refuses-to-remove-costly-watch-for-screening-at-kempegowda-international-airport/articleshow/88578683.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88578683,width-300,resizemode-4/88578683.jpg",Dec 30,06:48,2021,97,13,6.384615384615385
 indore cops seize 405 alprazolam tabs charas worth rs 12 lakh , Crime branch along with Khajrana police on Saturday seized 405 alprazolam tablets and arrested two persons in this connection Additional commissioner of police Rajesh Hingankar said that they had received a tipoff that two persons were trying to sell drugs illegally in Khajrana area ,https://timesofindia.indiatimes.com/city/indore/indore-cops-seize-405-alprazolam-tabs-charas-worth-1-2l/articleshow/93242614.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93242614,width-300,resizemode-4/93242614.jpg",Jul 31,03:15,2022,65,11,4.818181818181818
 two men held for trying to steal atm cash in delhis ranhola , Two men have been arrested for allegedly trying to break open an ATM to steal cash from in outer Delhis Ranhola early on Saturday police said adding the case was solved within 24 hours and equipment used in the crime was recovered from the accused ,https://timesofindia.indiatimes.com/city/delhi/two-men-held-for-trying-to-steal-atm-cash/articleshow/93242215.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93242215,width-300,resizemode-4/93242215.jpg",Jul 31,04:10,2022,62,12,4.083333333333333
 delhi goldie brar  sachin bishnoi among 10 named in chargesheet for businessman office firing , The special cell of Delhi Police has filed a chargesheet against 10 gangsters in a case where a builder was shot in his legs in Mohan Garden area The chargesheet was filed at a Delhi court in which cops have given detailed information about the planning of the crime ,https://timesofindia.indiatimes.com/city/delhi/brar-bishnoi-among-10-named-in-chargesheet-for-bizman-office-firing/articleshow/93242181.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93242181,width-300,resizemode-4/93242181.jpg",Jul 31,04:05,2022,97,15,5.4
 criminal dies another injured in suspected gang war in south delhi , A criminal died and another was injured during a suspected gang war in south Delhi’s Devli on Friday evening ,https://timesofindia.indiatimes.com/city/delhi/criminal-dies-another-injured-in-suspected-gang-war-in-south-delhi/articleshow/93808566.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93808566,width-300,resizemode-4/93808566.jpg",Aug 27,04:58,2022,69,11,5.181818181818182
 andhra pradesh crime rate in rayalaseema districts goes up echallans emerge as money spinner , While the Covidinduced economic stress all around has led to a spurt in various crimes across the Rayalaseema districts of Andhra Pradesh echallans levied by the police department for various traffic violations appears to have emerged as a money spinner going by the annual crime records of the police units ,https://timesofindia.indiatimes.com/city/amaravati/andhra-pradesh-crime-rate-in-rayalaseema-districts-goes-up-e-challans-emerge-as-money-spinner/articleshow/88568848.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-88568848,width-300,resizemode-4/88568848.jpg",Dec 29,17:35,2021,97,14,5.857142857142857
 uttar pradesh youth doused in petrol set ablaze by gf’s kin , Ankit Mishra 20 suffered severe burns when he was doused in petrol and set ablaze allegedly by family members of his girlfriend in Raebareli The boy was rushed to a local hospital in a critical condition from where he has been referred to KGMU in Lucknow ,https://timesofindia.indiatimes.com/city/lucknow/uttar-pradesh-youth-doused-in-petrol-set-ablaze-by-gfs-kin/articleshow/93806343.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93806343,width-300,resizemode-4/93806343.jpg",Aug 26,21:59,2022,63,11,4.636363636363637
 alt news cofounder zubair moves sc seeking quashing of fir lodged against him in up , Alt News cofounder Mohd Zubair on Thursday moved the Supreme Court seeking quashing of six FIR lodged against him in several districts of Uttar Pradesh In his fresh plea Zubair has also sought interim bail in all six cases ,https://timesofindia.indiatimes.com/india/alt-news-co-founder-zubair-moves-sc-seeking-quashing-of-fir-lodged-against-him-in-up/articleshow/92878108.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92878108,width-300,resizemode-4/92878108.jpg",Jul 14,17:48,2022,86,15,4.666666666666667
 motorcyclist dies after being hit by van in north delhi , A 24yearold helpercumcook at a five star hotel died when he was hit by a pickup van after he slipped while trying to save a dog in north Delhis Wazirabad area police said on Friday ,https://timesofindia.indiatimes.com/city/delhi/motorcyclist-dies-after-being-hit-by-van-in-north-delhi/articleshow/93800728.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93800728,width-300,resizemode-4/93800728.jpg",Aug 26,16:46,2022,57,10,4.6
 cop on cm security shoots himself at home in bhopal , A 32yearold policeman on chief minister Shivraj Singh Chouhans security detail shot himself with his service pistol in his rented apartment in Bhopal on Tuesday night ,https://timesofindia.indiatimes.com/city/bhopal/cop-on-cm-security-shoots-himself-at-home-in-bhopal/articleshow/84007054.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84007054,width-300,resizemode-4/84007054.jpg",Jul 01,06:41,2021,53,10,4.2
 five held for killing man setting body ablaze in hyderabad , Five persons including an auto driver and his wife have been arrested for allegedly killing a grocery store worker and setting ablaze his body at an open place in Uppal on June 21 Police said the the victim was killed suspecting that he had stolen cell phone of the prime accused ,https://timesofindia.indiatimes.com/city/hyderabad/5-held-for-killing-man-setting-body-ablaze-in-uppal/articleshow/84000904.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84000904,width-300,resizemode-4/84000904.jpg",Jul 01,04:30,2021,61,10,5.0
 kin booked for threatening private hospital chief in hyderabad , Jubilee Hills police on Tuesday registered a criminal intimidation case against the soninlaw and a relative following a complaint by the chairman of a private hospital ,https://timesofindia.indiatimes.com/city/hyderabad/kin-booked-for-threatening-pvt-hospital-chief/articleshow/84000968.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-84000968,width-300,resizemode-4/84000968.jpg",Jul 01,04:30,2021,64,9,6.0
 gujarat mbbs student makes fake profile arrested , A medical student who was pretending to be a female MBBS student on dating sites and other social networks was arrested by cybercrime cops The accused was identified as Kush alias Chotu Patel 20 a MBBS student and a resident of Modasa ,https://timesofindia.indiatimes.com/city/ahmedabad/mbbs-student-makes-fake-profile-arrested/articleshow/81695053.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-81695053,width-300,resizemode-4/81695053.jpg",Mar 26,04:03,2021,52,7,6.285714285714286
 uttar pradesh 55yearold man beaten to death by son , A 55yearold man was beaten to death by his son in a village here police said on Wednesday adding the accused has absconded ,https://timesofindia.indiatimes.com/city/agra/uttar-pradesh-55-year-old-man-beaten-to-death-by-son/articleshow/83990057.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83990057,width-300,resizemode-4/83990057.jpg",Jun 30,19:36,2021,55,9,5.0
 dwarka honour killing case cousin of woman held for shooting at her killing her husband , A 26yearold man has been arrested for allegedly opening fire at his cousin critically injuring her and killing her husband a week ago in a suspected honour killing case in Dwarka police said on Wednesday ,https://timesofindia.indiatimes.com/city/delhi/dwarka-honour-killing-case-cousin-of-woman-held-for-shooting-at-her-killing-her-husband/articleshow/83988049.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83988049,width-300,resizemode-4/83988049.jpg",Jun 30,18:27,2021,91,15,5.0
 bhubaneswar seven held for supplying sim cards to cyber crooks , The Saheed Nagar police here on Tuesday arrested seven persons including two employees of a private telecom company on charges of illegally acquiring preactivated SIM cards and supplying them to cyber criminals in other states ,https://timesofindia.indiatimes.com/city/bhubaneswar/bhubaneswar-seven-held-for-supplying-sim-cards-to-cyber-crooks/articleshow/83979201.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83979201,width-300,resizemode-4/83979201.jpg",Jun 30,12:11,2021,65,10,5.4
 indore youth harasses minor attacks her with blade , A minor was attacked brutally with a blade by a youth at Nehru Park in Tukoganj area on Tuesday afternoon Tukoganj police have arrested the 20yearold accused within two hours of the incident and were questioning him ,https://timesofindia.indiatimes.com/city/indore/indore-youth-harasses-minor-attacks-her-with-blade/articleshow/83976477.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83976477,width-300,resizemode-4/83976477.jpg",Jun 30,10:14,2021,54,8,5.625
 man stabbed to death in mumbai , A 23yearold man was stabbed to death allegedly by an unidentified person after they had a scuffle in Mumbai a police official said on Wednesday ,https://timesofindia.indiatimes.com/city/mumbai/man-stabbed-to-death-in-mumbai/articleshow/83975141.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83975141,width-300,resizemode-4/83975141.jpg",Jun 30,08:58,2021,32,6,4.166666666666667
 madhya pradesh dug up from eight feet under horror story of five murders , In a farmhouse in Madhya Pradesh’s Dewas district police on Tuesday watched over a dig that they hoped would end a twomonthold mystery One by one five nude decaying bodies were pulled from the grave Three of them were children They had all been hacked and stabbed to death ,https://timesofindia.indiatimes.com/city/indore/madhya-pradesh-dug-up-from-eight-feet-under-horror-story-of-five-murders/articleshow/83973633.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83973633,width-300,resizemode-4/83973633.jpg",Jun 30,06:45,2021,76,13,4.769230769230769
 fraudster replaces debit cards dupes four in pune , A fraudster posing as a Good Samaritan diverted attention of four people including a woman stole PINs replaced their debit cards with inoperative ones on the pretext of helping them and used them to withdraw Rs55500 from different ATMs ,https://timesofindia.indiatimes.com/city/pune/fraudster-replaces-debit-cards-dupes-four/articleshow/83966306.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83966306,width-300,resizemode-4/83966306.jpg",Jun 30,04:58,2021,52,8,5.375
 auto driver aides rob man of valuables worth rs 1 lakh in pune , An autorickshaw driver and his two accomplices all carrying sharp weapons allegedly thrashed and robbed a man 27 of valuables worth Rs1 lakh on the service road along KatrajDehu Road bypass in Bavdhan on Sunday night ,https://timesofindia.indiatimes.com/city/pune/auto-driver-aides-rob-man-of-valuables-worth-rs-1-lakh/articleshow/83966261.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83966261,width-300,resizemode-4/83966261.jpg",Jun 30,04:57,2021,65,13,3.923076923076923
 pune seven sandalwood trees stolen , The Khadki police are searching for unidentified thieves who stole seven sandalwood trees worth Rs20000 from the premises of the Ammunition Factory in Khadki on the night intervening June 19 and 20 ,https://timesofindia.indiatimes.com/city/pune/7-sandalwood-trees-stolen/articleshow/83967990.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83967990,width-300,resizemode-4/83967990.jpg",Jun 30,04:47,2021,37,5,6.2
 noida sex racket busted in ‘guest house’ 18 arrested , Police busted a sex racket being operated from a threestorey building in Sector 51 on Monday night The accused used to run a guest house there so that no one would get suspicious ,https://timesofindia.indiatimes.com/city/noida/sex-racket-busted-in-guest-house-18-arrested/articleshow/83969995.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83969995,width-300,resizemode-4/83969995.jpg",Jun 30,04:44,2021,56,9,5.111111111111111
 man arrested for cheating a shopkeeper in pune , The Faraskhana police Monday arrested Rajendra Ramchandra Shinde 43 of Hadapsar and detained his wife on Tuesday for cheating a family for Rs51 lakh under a false promise of providing a job in the customs department Shinde posed as a police officer while his wife pretended to be a senior central government officer ,https://timesofindia.indiatimes.com/city/pune/man-arrested-for-cheating-a-shopkeeper/articleshow/83967283.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83967283,width-300,resizemode-4/83967283.jpg",Jun 30,04:30,2021,48,8,4.875
 haryana two held for robbing maharashtrabased army engineer in ambala , The Ambala polices Crime Investigation AgencyII CIA arrested two men for allegedly robbing a Maharashtrabased army engineer of his cash and SUV at gunpoint in August last year ,https://timesofindia.indiatimes.com/city/gurgaon/haryana-two-held-for-robbing-maharashtra-based-army-engineer-in-ambala/articleshow/81675018.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-81675018,width-300,resizemode-4/81675018.jpg",Mar 24,22:37,2021,73,10,6.2
 maharashtra 5 held in palghar 10 theft cases solved , Ten housebreaking and twowheeler thefts have been solved with the arrest of five people Mira Bhayander Vasai Virar police said on Tuesday ,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-5-held-in-palghar-10-theft-cases-solved/articleshow/83962958.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83962958,width-300,resizemode-4/83962958.jpg",Jun 29,22:39,2021,55,9,5.0
 maharashtra madhya pradesh man held for kidnapping 14yearold girl , The railway police in Maharashtras Kalyan have arrested a 22yearold man for allegedly kidnapping a 14yearold girl from Madhya Pradesh an official said on Tuesday ,https://timesofindia.indiatimes.com/city/thane/maharashtra-madhya-pradesh-man-held-for-kidnapping-14-year-old-girl/articleshow/83961794.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83961794,width-300,resizemode-4/83961794.jpg",Jun 29,22:09,2021,70,9,6.666666666666667
 traffic cop dragged for half a km along with speeding car haryana police , A traffic policeman was dragged for over half a kilometre along with a jeep as the motorist refused to stop at a check post and tried to hit and run past the constable prompting him to jump over the vehicles bonnet to save his life police said on Tuesday ,https://timesofindia.indiatimes.com/city/gurgaon/traffic-cop-dragged-for-half-a-km-along-with-speeding-car-haryana-police/articleshow/83958769.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83958769,width-300,resizemode-4/83958769.jpg",Jun 29,21:12,2021,75,13,4.6923076923076925
 three arrested for killing friend on trivial issue in uttar pradesh police , Three men were arrested on Tuesday for stabbing a youth to death on a trivial issue in a village near here police said ,https://timesofindia.indiatimes.com/city/meerut/three-arrested-for-killing-friend-on-trivial-issue-in-uttar-pradesh-police/articleshow/83957884.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83957884,width-300,resizemode-4/83957884.jpg",Jun 29,20:42,2021,77,12,5.333333333333333
 refused rs 500 man stabs his friend in ahmedabad , A 31yearold man from Juhapura was stabbed in the face by his friend to whom he had refused to lend Rs 500 ,https://m.timesofindia.com/city/ahmedabad/refused-rs-500-man-stabs-his-friend-in-ahmedabad/articleshow/83941600.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83941600,width-300,resizemode-4/83941600.jpg",Jun 29,07:07,2021,51,9,4.555555555555555
 cigarette extortion three knifed in ahmedabad , Three men have been knifed for not being able to buy cigarettes for a group of strangers One of the victims who stays at labourers quarters at Kathwada GIDC filed a complaint with Shaherkotda police on Sunday ,https://m.timesofindia.com/city/ahmedabad/cigarette-extortion-three-knifed-in-ahmedabad/articleshow/83941212.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83941212,width-300,resizemode-4/83941212.jpg",Jun 29,06:09,2021,48,6,6.833333333333333
 two foreigners held with 18kg heroin in delhi , Two men have been arrested at Indira Gandhi International airport for trying to smuggle 18 kg of heroin worth Rs 126 crore in the international market The two men were caught by the customs department after a “whitecoloured” substance was detected in their bags ,https://m.timesofindia.com/city/delhi/2-foreigners-held-with-18kg-heroin/articleshow/83934865.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83934865,width-300,resizemode-4/83934865.jpg",Jun 29,04:39,2021,47,8,4.75
 cash sent via stolen phone nails couple from mumbra , A Mumbra resident Shabina Shaikh 35 was arrested on Sunday in connection with the theft of a cellphone and for transferring R 23000 into her account using the stolen phone ,https://m.timesofindia.com/city/mumbai/mumbai-cash-sent-via-stolen-phone-nails-couple-from-mumbra/articleshow/83936111.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83936111,width-300,resizemode-4/83936111.jpg",Jun 29,04:06,2021,53,9,4.777777777777778
 agra youth kidnapped murdered for rs 2 crore ransom by friends cremated as covid patient , Sachin Chauhan 25 was allegedly kidnapped for ransom of Rs 2 crore in Agra by his friends who eventually killed him and cremated his body at Balkeshwar Ghat by passing it off as a Covid patients remains ,https://m.timesofindia.com/city/agra/agra-youth-kidnapped-murdered-for-rs-2-crore-ransom-by-friends-cremated-as-covid-patient/articleshow/83927736.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-83927736,width-300,resizemode-4/83927736.jpg",Jun 28,22:07,2021,92,15,5.066666666666666
